0.0183156 0.00852085 0.00360801 0.00145197 0.000585864 0.000251435 0.000121737 7.0107e-05 5.00575e-05 4.54734e-05 5.29481e-05 7.80987e-05 0.00014166 0.000302217 0.000717922 0.00178939 0.00441467 0.0102392 0.0214426 0.0394972 0.0633082 0.0886501 0.110224 0.124735 0.132191 0.134843 0.135323 0.135334 0.135124 0.13342 0.127785 0.115657 0.0961243 0.0714449 0.0465761 0.0264149 0.0131101 0.00581684 0.00239209 0.000956995 0.000394191 0.000177458 9.24234e-05 5.84459e-05 4.64655e-05 4.72701e-05 6.14531e-05 0.000100055 0.000196621 0.000443691 0.00108534 0.00271137 0.00654181 0.0145446 0.028798 0.049813 0.0749836 0.0992091 0.117777 0.128898 0.133825 0.135198 0.135335 0.135309 0.13466 0.131511 0.123187 0.107631 0.0852711 0.0598151 0.0366067 0.0195058 0.00916679 0.00390826 0.00157674 0.000634552 0.000270164 0.000129101 7.30603e-05 5.11022e-05 4.54032e-05 5.17117e-05 7.47452e-05 0.000133301 0.000280867 0.000662387 0.00164788 0.00407841 0.00952942 0.020166 0.0376011 0.0610288 0.0864571 0.108551 0.123743 0.131759 0.134729 0.135315 0.135335 0.135175 
0.0381217 0.0204727 0.00996232 0.00456693 0.00207229 0.000983757 0.000516595 0.000315583 0.000233348 0.000214073 0.000245402 0.000347583 0.000591236 0.00115749 0.00247574 0.00546924 0.0118173 0.0238163 0.0431887 0.0689586 0.0963366 0.118729 0.131726 0.135334 0.132881 0.128464 0.125197 0.124703 0.127196 0.131515 0.13501 0.133772 0.123961 0.104271 0.0777851 0.0508283 0.0291371 0.0149014 0.00701781 0.00318108 0.00146311 0.000722338 0.000404038 0.000268131 0.000218262 0.000221652 0.000280462 0.000433695 0.000791163 0.00162361 0.00354893 0.00781152 0.0164384 0.0316904 0.0543292 0.0816186 0.107504 0.125913 0.13438 0.134714 0.130893 0.126703 0.124584 0.125504 0.129059 0.133422 0.135291 0.130538 0.116146 0.0927165 0.0651685 0.0400764 0.0217453 0.0106607 0.00490402 0.00222237 0.00104831 0.000544342 0.000327454 0.000237713 0.000213776 0.000240255 0.000334202 0.000560081 0.00108494 0.00230745 0.00509436 0.0110521 0.0224512 0.0411467 0.0664852 0.0939889 0.117068 0.130974 0.13532 0.133238 0.128849 0.125391 0.124619 0.12687 
0.0671691 0.0416405 0.0232863 0.0121602 0.00620514 0.00325835 0.00185578 0.00120258 0.000920846 0.000853128 0.000962836 0.00130955 0.00208893 0.00375287 0.00722738 0.0141514 0.0267783 0.0468953 0.0736395 0.10192 0.1241 0.134612 0.133264 0.1243 0.113076 0.103606 0.0980544 0.0972734 0.10136 0.109744 0.120754 0.130981 0.135327 0.128825 0.109971 0.082796 0.0548195 0.0323156 0.0174291 0.00895135 0.00459721 0.00248905 0.00149524 0.00104133 0.000867907 0.000879841 0.00108355 0.0015914 0.00269494 0.00502959 0.00982371 0.0190515 0.0349677 0.0584523 0.0867664 0.11321 0.130477 0.135281 0.129795 0.119186 0.108379 0.10052 0.0970879 0.0985456 0.10471 0.114588 0.125783 0.134025 0.133923 0.121661 0.0982118 0.0697047 0.0436678 0.0246169 0.012912 0.00658888 0.00344347 0.00194295 0.00124241 0.000936082 0.000852079 0.00094494 0.00126498 0.00199213 0.00354779 0.00680456 0.0133322 0.0253541 0.0447777 0.0710718 0.0995171 0.122537 0.13419 0.133777 0.125272 0.114057 0.104316 0.098364 0.0971419 0.100803 
0.100188 0.0716976 0.0460776 0.0274096 0.015729 0.00913598 0.0056435 0.00387935 0.00307622 0.00287816 0.00319797 0.00417667 0.00624791 0.0103005 0.0178609 0.0309968 0.0513684 0.0781686 0.106292 0.12752 0.135331 0.129199 0.11413 0.0966465 0.0814564 0.0707347 0.065011 0.064233 0.0683759 0.0775233 0.0914288 0.108567 0.125064 0.134737 0.131615 0.114172 0.0873116 0.0593261 0.0366433 0.0213231 0.0122281 0.0072606 0.00468432 0.00342353 0.00292157 0.00295654 0.00354385 0.00494336 0.00777106 0.0131895 0.0230198 0.0393342 0.0629684 0.0912688 0.117305 0.132931 0.134057 0.123042 0.106127 0.0892655 0.0759663 0.0675092 0.0640492 0.0655035 0.0719171 0.0833106 0.0989973 0.116488 0.130724 0.135142 0.125296 0.102632 0.0742343 0.0481204 0.0287794 0.016537 0.00957531 0.00587083 0.00399053 0.00312049 0.00287507 0.00314618 0.00405326 0.00599835 0.00982104 0.0169869 0.0295367 0.0492378 0.0756015 0.103922 0.126101 0.13524 0.130213 0.115671 0.0981727 0.0826543 0.0714939 0.0653211 0.0641027 0.0678006 
0.126505 0.104506 0.0771837 0.0523014 0.0337518 0.021685 0.0145285 0.0105939 0.00869952 0.00821981 0.00899177 0.0112769 0.0158195 0.0239331 0.0373659 0.0574756 0.0834175 0.110302 0.129878 0.135065 0.124931 0.104974 0.0827442 0.0636132 0.0496739 0.0408817 0.0364883 0.0359063 0.0390471 0.0463588 0.058602 0.0761786 0.0978428 0.119294 0.133347 0.133278 0.117722 0.0921993 0.0652174 0.042999 0.0275342 0.0179292 0.0124231 0.00952819 0.00832542 0.00841032 0.00981179 0.0129991 0.0189696 0.0292803 0.0456642 0.0687479 0.0959901 0.12064 0.134255 0.132134 0.116599 0.0947359 0.0734586 0.0565968 0.0450759 0.0383816 0.0357693 0.0368586 0.0418143 0.0512752 0.0659587 0.0857082 0.108019 0.127081 0.135319 0.127924 0.106831 0.0796293 0.0543022 0.0351356 0.0225401 0.015017 0.0108503 0.00880601 0.00821229 0.00886768 0.0109945 0.0152895 0.0230147 0.0358987 0.055395 0.0809463 0.108056 0.128637 0.135265 0.126354 0.106963 0.0846679 0.0651293 0.0507055 0.0414795 0.0367213 0.0358092 0.0386048 
0.135223 0.128951 0.109448 0.0844834 0.0613114 0.0435726 0.031662 0.0244904 0.0208267 0.0198727 0.0214024 0.0257747 0.0339077 0.0470749 0.066175 0.090219 0.114674 0.131759 0.134344 0.121103 0.0976321 0.072202 0.0507834 0.0354451 0.0256436 0.020002 0.0173368 0.0169915 0.0188766 0.0234682 0.0317973 0.0452499 0.0647996 0.0894131 0.114369 0.131706 0.134366 0.121299 0.0982606 0.0734031 0.0524846 0.0374796 0.0278909 0.0224488 0.0200837 0.020253 0.0229969 0.0289368 0.0392 0.055026 0.0766828 0.101718 0.123873 0.134992 0.130075 0.111186 0.0858507 0.0617483 0.0430435 0.0303772 0.022642 0.0184727 0.0169104 0.0175575 0.020581 0.0267155 0.0372022 0.0533842 0.0755604 0.101162 0.123716 0.13498 0.130147 0.111549 0.0867363 0.0631956 0.0449167 0.0325175 0.0249748 0.021037 0.0198577 0.0211585 0.0252459 0.0329916 0.0456562 0.0642228 0.0879481 0.112653 0.130741 0.134794 0.122829 0.0999362 0.0743806 0.0524638 0.0365772 0.0263326 0.0203726 0.0174756 0.016934 0.0186079 
0.12236 0.134696 0.131383 0.115525 0.0942831 0.0741163 0.0584124 0.0479277 0.042208 0.0406724 0.043125 0.0498708 0.0615252 0.0783838 0.0992112 0.119884 0.133451 0.133238 0.117639 0.0919215 0.0645896 0.0420404 0.0263848 0.0167191 0.0112067 0.00828448 0.00697319 0.00680673 0.0077251 0.0100571 0.0146055 0.0227536 0.0363298 0.0567323 0.0830384 0.11018 0.129828 0.135093 0.125327 0.106076 0.0846916 0.0663251 0.053008 0.0447739 0.0410138 0.0412869 0.0456286 0.0545301 0.0685741 0.0875404 0.10901 0.127403 0.135325 0.127871 0.106685 0.0792021 0.053511 0.0340708 0.0213511 0.0138023 0.00962795 0.00752638 0.00676778 0.00707998 0.0085754 0.0117833 0.0177628 0.0281482 0.0447441 0.0681714 0.0957512 0.120568 0.134221 0.132283 0.117282 0.0962218 0.0757717 0.0596072 0.0486642 0.0425437 0.0406481 0.0427373 0.0490744 0.0602645 0.0766731 0.0972631 0.118203 0.13272 0.133913 0.11957 0.0944202 0.066912 0.0437859 0.0275199 0.0173897 0.0115765 0.00847046 0.00704031 0.00677911 0.00759279 
0.0937291 0.119106 0.133512 0.133731 0.122736 0.106724 0.0912261 0.0794007 0.0724128 0.0704678 0.0735602 0.081686 0.0945049 0.110487 0.125914 0.134856 0.13147 0.114057 0.0872026 0.0590644 0.0361726 0.020722 0.0116047 0.00667601 0.00414596 0.00290472 0.00237434 0.00230831 0.00267629 0.00364853 0.00567921 0.00968565 0.0172426 0.0304725 0.0510386 0.0780268 0.106193 0.127368 0.135318 0.129769 0.11569 0.0993593 0.0852842 0.0755969 0.0709028 0.0712497 0.0766395 0.0869902 0.101551 0.117895 0.131185 0.135087 0.125148 0.102537 0.074073 0.0477606 0.0282351 0.0159143 0.0089656 0.00530887 0.00346577 0.00259591 0.00229291 0.00241685 0.00302476 0.00439964 0.00717966 0.0125642 0.0224298 0.0388897 0.0627348 0.0911684 0.117181 0.132798 0.134249 0.124025 0.108207 0.0924968 0.080272 0.0728341 0.0704367 0.0730764 0.0807546 0.0931894 0.109002 0.124696 0.134487 0.132367 0.116114 0.0897893 0.0614435 0.0379256 0.0218201 0.0122203 0.00699876 0.00430836 0.00298136 0.00240104 0.00229738 0.00262273 
0.0607797 0.0891584 0.114854 0.131049 0.135257 0.130094 0.120609 0.111355 0.105168 0.103355 0.106219 0.113265 0.122886 0.131839 0.135281 0.128418 0.109643 0.0826539 0.0547213 0.0321279 0.0171492 0.00864658 0.00432078 0.00225667 0.00129843 0.000862169 0.000684385 0.000662669 0.000784893 0.00112049 0.00186943 0.00349025 0.00692769 0.0138558 0.0265562 0.0467772 0.0735312 0.101656 0.123684 0.134391 0.133783 0.126005 0.116156 0.108052 0.103764 0.104088 0.108972 0.117477 0.127307 0.13441 0.133644 0.121253 0.0979757 0.0696053 0.0435376 0.0243809 0.012612 0.00629277 0.00318704 0.00172863 0.00105612 0.000757949 0.000657618 0.000698419 0.00090318 0.00139064 0.00245665 0.00474755 0.00951838 0.0187808 0.0347953 0.0583585 0.0866042 0.112856 0.130088 0.135329 0.130812 0.121508 0.11209 0.105556 0.103325 0.105778 0.112494 0.121989 0.131181 0.135334 0.129533 0.111755 0.0852298 0.0570786 0.0338482 0.0181974 0.00920509 0.00459375 0.0023845 0.00135735 0.000888323 0.000693195 0.000659086 0.000766924 
0.0333649 0.0564985 0.0836415 0.108713 0.126182 0.134246 0.134987 0.132204 0.129301 0.128326 0.129841 0.132951 0.13527 0.133176 0.12304 0.103522 0.0774069 0.0507052 0.0290691 0.0147941 0.00688268 0.00305425 0.00136187 0.000645757 0.00034424 0.000216635 0.000166996 0.000161045 0.000194866 0.000291304 0.000520927 0.00106471 0.00235626 0.00533341 0.0116972 0.0237395 0.0431017 0.0686835 0.0957019 0.11782 0.130964 0.135274 0.133926 0.130739 0.128551 0.128727 0.131168 0.134301 0.135104 0.129723 0.115256 0.0921343 0.0649323 0.039999 0.0216629 0.0105361 0.00476898 0.00210641 0.000959054 0.000476483 0.000272443 0.000187343 0.000159665 0.000170856 0.0002283 0.000372102 0.000711592 0.00151863 0.00341938 0.0076779 0.0163373 0.0316236 0.0541837 0.0811911 0.106712 0.125003 0.133872 0.135122 0.1325 0.129502 0.12831 0.129617 0.132659 0.135183 0.133647 0.12434 0.105615 0.0798738 0.0529599 0.0307164 0.0157849 0.0073915 0.00328735 0.00146184 0.000687737 0.000362011 0.000224065 0.000169418 0.000160066 0.000189845 
